"X","Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday.x","Dept","Weekly_Sales","IsHoliday.y","Week","Year","Month","Type","Size"
244135,31,"5/11/2012",74.14,3.688,13797.91,NA,8.64,2960.85,3794.93,221.3632212,6.891,FALSE,1,15157.26,FALSE,19,2012,5,"A",203750
244200,31,"5/18/2012",72.42,3.63,8569.82,NA,47.39,719.88,17903.64,221.380331,6.891,FALSE,1,14967.12,FALSE,20,2012,5,"A",203750
244279,31,"5/25/2012",79.49,3.561,12146.84,NA,488.13,2066.74,5802.72,221.3828029,6.891,FALSE,1,13140.91,FALSE,21,2012,5,"A",203750
244325,31,"6/1/2012",79.24,3.501,10969.38,NA,378.31,2706.46,3236.46,221.3852748,6.891,FALSE,1,14499.54,FALSE,22,2012,6,"A",203750
244412,31,"6/8/2012",79.47,3.452,6401.42,NA,1.01,744.86,7363.36,221.3877467,6.891,FALSE,1,14786.4,FALSE,23,2012,6,"A",203750
244453,31,"6/15/2012",81.51,3.393,7348.68,NA,2.85,2541.21,5428.08,221.4009901,6.891,FALSE,1,14360.02,FALSE,24,2012,6,"A",203750
244506,31,"6/22/2012",81.78,3.346,6139.82,26,4.33,3613.14,8954,221.4411622,6.891,FALSE,1,14246.61,FALSE,25,2012,6,"A",203750
244588,31,"6/29/2012",88.05,3.286,5659.29,7.6,NA,408.59,6001.91,221.4813343,6.891,FALSE,1,13624.33,FALSE,26,2012,6,"A",203750
244659,31,"7/6/2012",85.26,3.227,6801.13,1.95,36.15,3120.41,3975.98,221.5215064,6.565,FALSE,1,13927.99,FALSE,27,2012,7,"A",203750
244729,31,"7/13/2012",82.51,3.256,7013.13,2.1,29.35,3542.2,10462.74,221.5616784,6.565,FALSE,1,13050.78,FALSE,28,2012,7,"A",203750
244831,31,"7/20/2012",84.25,3.311,2331.17,10.59,13.74,2475.94,5588.47,221.5701123,6.565,FALSE,1,14024.65,FALSE,29,2012,7,"A",203750
244924,31,"7/27/2012",88.09,3.407,6694.25,35.94,7.2,8201.22,11721.11,221.5785461,6.565,FALSE,1,13221.82,FALSE,30,2012,7,"A",203750
244995,31,"8/3/2012",91.57,3.417,22694.34,15.96,76.19,14090.47,8759.63,221.5869799,6.565,FALSE,1,13584.85,FALSE,31,2012,8,"A",203750
245062,31,"8/10/2012",89.57,3.494,15098.61,18.96,57.04,4709.17,6169.55,221.5954138,6.565,FALSE,1,13619.13,FALSE,32,2012,8,"A",203750
245120,31,"8/17/2012",85.55,3.571,2920.56,40.96,0.01,3529.36,4049.09,221.6751459,6.565,FALSE,1,13727.37,FALSE,33,2012,8,"A",203750
245179,31,"8/24/2012",77.72,3.62,6690.73,25.88,0.01,4768.97,7329.68,221.8083518,6.565,FALSE,1,13433.38,FALSE,34,2012,8,"A",203750
245263,31,"8/31/2012",83.58,3.638,20970.7,27.94,79.4,8977.02,17926.84,221.9415576,6.565,FALSE,1,13370.98,FALSE,35,2012,8,"A",203750
245330,31,"9/7/2012",88.4,3.73,13401.91,61.94,511.63,2215.91,3508.73,222.0747635,6.565,TRUE,1,12972.62,TRUE,36,2012,9,"A",203750
245410,31,"9/14/2012",76.1,3.717,11871.81,11.76,112.13,1166.35,6254.74,222.2174395,6.565,FALSE,1,15513.33,FALSE,37,2012,9,"A",203750
245450,31,"9/21/2012",71.54,3.721,9618.53,65.82,21.48,1203.78,13987.79,222.4169362,6.565,FALSE,1,16463.02,FALSE,38,2012,9,"A",203750
245508,31,"9/28/2012",80.38,3.666,6570.37,16.73,0.15,354.35,7577.57,222.6164329,6.565,FALSE,1,14859.05,FALSE,39,2012,9,"A",203750
245562,31,"10/5/2012",70.28,3.617,3155.26,NA,25.01,4822.44,7109.64,222.8159296,6.17,FALSE,1,16057.9,FALSE,40,2012,10,"A",203750
245630,31,"10/12/2012",61.53,3.601,7504.95,NA,9.89,273.21,9095.96,223.0154263,6.17,FALSE,1,17623.12,FALSE,41,2012,10,"A",203750
245735,31,"10/19/2012",68.52,3.594,2432.45,NA,14.89,1202.44,9394.54,223.0598077,6.17,FALSE,1,19079.81,FALSE,42,2012,10,"A",203750
245803,31,"10/26/2012",70.5,3.506,10768.84,50.54,104.5,345.37,6629.51,223.0783366,6.17,FALSE,1,22652.14,FALSE,43,2012,10,"A",203750
245841,32,"2/5/2010",34.43,2.58,NA,NA,NA,NA,NA,189.3816974,9.014,FALSE,1,22675.43,FALSE,6,2010,2,"A",203007
245952,32,"2/12/2010",28.09,2.572,NA,NA,NA,NA,NA,189.4642725,9.014,TRUE,1,36390.07,TRUE,7,2010,2,"A",203007
246007,32,"2/19/2010",29.16,2.55,NA,NA,NA,NA,NA,189.5340998,9.014,FALSE,1,25515.17,FALSE,8,2010,2,"A",203007
246121,32,"2/26/2010",26.64,2.586,NA,NA,NA,NA,NA,189.6018023,9.014,FALSE,1,18008.32,FALSE,9,2010,2,"A",203007
246180,32,"3/5/2010",37.72,2.62,NA,NA,NA,NA,NA,189.6695049,9.014,FALSE,1,19313.36,FALSE,10,2010,3,"A",203007
246269,32,"3/12/2010",39.88,2.684,NA,NA,NA,NA,NA,189.7372075,9.014,FALSE,1,21152.19,FALSE,11,2010,3,"A",203007
246337,32,"3/19/2010",42.43,2.692,NA,NA,NA,NA,NA,189.734262,9.014,FALSE,1,20833.12,FALSE,12,2010,3,"A",203007
246410,32,"3/26/2010",36.59,2.717,NA,NA,NA,NA,NA,189.7195417,9.014,FALSE,1,24200.55,FALSE,13,2010,3,"A",203007
246477,32,"4/2/2010",48.28,2.725,NA,NA,NA,NA,NA,189.7048215,8.963,FALSE,1,51765.22,FALSE,14,2010,4,"A",203007
246529,32,"4/9/2010",44.88,2.75,NA,NA,NA,NA,NA,189.6901012,8.963,FALSE,1,32873.37,FALSE,15,2010,4,"A",203007
246623,32,"4/16/2010",53.49,2.765,NA,NA,NA,NA,NA,189.6628845,8.963,FALSE,1,15476.03,FALSE,16,2010,4,"A",203007
246650,32,"4/23/2010",50.06,2.776,NA,NA,NA,NA,NA,189.6190057,8.963,FALSE,1,14745.91,FALSE,17,2010,4,"A",203007
246733,32,"4/30/2010",47.51,2.766,NA,NA,NA,NA,NA,189.575127,8.963,FALSE,1,16014.94,FALSE,18,2010,4,"A",203007
246801,32,"5/7/2010",48.94,2.771,NA,NA,NA,NA,NA,189.5312483,8.963,FALSE,1,17601.05,FALSE,19,2010,5,"A",203007
246882,32,"5/14/2010",46.42,2.788,NA,NA,NA,NA,NA,189.4904116,8.963,FALSE,1,17918.75,FALSE,20,2010,5,"A",203007
246949,32,"5/21/2010",55.89,2.776,NA,NA,NA,NA,NA,189.467827,8.963,FALSE,1,17181.79,FALSE,21,2010,5,"A",203007
247019,32,"5/28/2010",64.69,2.737,NA,NA,NA,NA,NA,189.4452425,8.963,FALSE,1,17616.15,FALSE,22,2010,5,"A",203007
247098,32,"6/4/2010",66.69,2.7,NA,NA,NA,NA,NA,189.422658,8.963,FALSE,1,15144.56,FALSE,23,2010,6,"A",203007
247167,32,"6/11/2010",70.86,2.684,NA,NA,NA,NA,NA,189.4000734,8.963,FALSE,1,16294.28,FALSE,24,2010,6,"A",203007
247250,32,"6/18/2010",60.94,2.674,NA,NA,NA,NA,NA,189.4185259,8.963,FALSE,1,17043.87,FALSE,25,2010,6,"A",203007
247332,32,"6/25/2010",72.42,2.715,NA,NA,NA,NA,NA,189.4533931,8.963,FALSE,1,17109.61,FALSE,26,2010,6,"A",203007
247410,32,"7/2/2010",74.74,2.728,NA,NA,NA,NA,NA,189.4882603,9.017,FALSE,1,17263.3,FALSE,27,2010,7,"A",203007
247479,32,"7/9/2010",67.55,2.711,NA,NA,NA,NA,NA,189.5231276,9.017,FALSE,1,15190.21,FALSE,28,2010,7,"A",203007
247551,32,"7/16/2010",76.2,2.699,NA,NA,NA,NA,NA,189.6125456,9.017,FALSE,1,17001.45,FALSE,29,2010,7,"A",203007
247631,32,"7/23/2010",75.69,2.691,NA,NA,NA,NA,NA,189.774698,9.017,FALSE,1,16563.37,FALSE,30,2010,7,"A",203007
247702,32,"7/30/2010",75.62,2.69,NA,NA,NA,NA,NA,189.9368504,9.017,FALSE,1,16154.15,FALSE,31,2010,7,"A",203007
247771,32,"8/6/2010",72.95,2.69,NA,NA,NA,NA,NA,190.0990028,9.017,FALSE,1,17424.94,FALSE,32,2010,8,"A",203007
247834,32,"8/13/2010",74.97,2.723,NA,NA,NA,NA,NA,190.2611552,9.017,FALSE,1,17684.87,FALSE,33,2010,8,"A",203007
247894,32,"8/20/2010",71.46,2.732,NA,NA,NA,NA,NA,190.2948237,9.017,FALSE,1,16159.1,FALSE,34,2010,8,"A",203007
247961,32,"8/27/2010",74.95,2.731,NA,NA,NA,NA,NA,190.3284922,9.017,FALSE,1,16225.68,FALSE,35,2010,8,"A",203007
248015,32,"9/3/2010",70.2,2.773,NA,NA,NA,NA,NA,190.3621607,9.017,FALSE,1,16881.19,FALSE,36,2010,9,"A",203007
248083,32,"9/10/2010",68.44,2.78,NA,NA,NA,NA,NA,190.3958293,9.017,TRUE,1,16658.21,TRUE,37,2010,9,"A",203007
248193,32,"9/17/2010",67.17,2.8,NA,NA,NA,NA,NA,190.4688287,9.017,FALSE,1,17638.74,FALSE,38,2010,9,"A",203007
248274,32,"9/24/2010",64.19,2.793,NA,NA,NA,NA,NA,190.5713264,9.017,FALSE,1,18209.7,FALSE,39,2010,9,"A",203007
248315,32,"10/1/2010",66.14,2.759,NA,NA,NA,NA,NA,190.6738241,9.137,FALSE,1,20152.8,FALSE,40,2010,10,"A",203007
248350,32,"10/8/2010",61.81,2.745,NA,NA,NA,NA,NA,190.7763218,9.137,FALSE,1,22005.81,FALSE,41,2010,10,"A",203007
248441,32,"10/15/2010",52.96,2.762,NA,NA,NA,NA,NA,190.8623087,9.137,FALSE,1,24625.85,FALSE,42,2010,10,"A",203007
248510,32,"10/22/2010",52.3,2.762,NA,NA,NA,NA,NA,190.9070184,9.137,FALSE,1,30637.92,FALSE,43,2010,10,"A",203007
248568,32,"10/29/2010",45.45,2.748,NA,NA,NA,NA,NA,190.951728,9.137,FALSE,1,51606.4,FALSE,44,2010,10,"A",203007
248637,32,"11/5/2010",49.2,2.729,NA,NA,NA,NA,NA,190.9964377,9.137,FALSE,1,34802.68,FALSE,45,2010,11,"A",203007
248706,32,"11/12/2010",42.3,2.737,NA,NA,NA,NA,NA,191.0411474,9.137,FALSE,1,14121.23,FALSE,46,2010,11,"A",203007
248780,32,"11/19/2010",36.24,2.758,NA,NA,NA,NA,NA,191.0312172,9.137,FALSE,1,16245.88,FALSE,47,2010,11,"A",203007
248862,32,"11/26/2010",29.97,2.742,NA,NA,NA,NA,NA,191.0121805,9.137,TRUE,1,17603.33,TRUE,48,2010,11,"A",203007
248940,32,"12/3/2010",35.18,2.712,NA,NA,NA,NA,NA,190.9931437,9.137,FALSE,1,24082.12,FALSE,49,2010,12,"A",203007
249045,32,"12/10/2010",36.62,2.728,NA,NA,NA,NA,NA,190.9741069,9.137,FALSE,1,33238.63,FALSE,50,2010,12,"A",203007
249131,32,"12/17/2010",36.07,2.778,NA,NA,NA,NA,NA,191.0303376,9.137,FALSE,1,42733.74,FALSE,51,2010,12,"A",203007
249156,32,"12/24/2010",30.72,2.781,NA,NA,NA,NA,NA,191.1430189,9.137,FALSE,1,51305.33,FALSE,52,2010,12,"A",203007
249252,32,"12/31/2010",27.7,2.829,NA,NA,NA,NA,NA,191.2557002,9.137,TRUE,1,14711.79,TRUE,53,2010,12,"A",203007
249320,32,"1/7/2011",23.78,2.882,NA,NA,NA,NA,NA,191.3683815,8.818,FALSE,1,12679.88,FALSE,2,2011,1,"A",203007
249392,32,"1/14/2011",21.69,2.911,NA,NA,NA,NA,NA,191.4784939,8.818,FALSE,1,14644.06,FALSE,3,2011,1,"A",203007
249468,32,"1/21/2011",34.54,2.973,NA,NA,NA,NA,NA,191.5731924,8.818,FALSE,1,15748.07,FALSE,4,2011,1,"A",203007
249543,32,"1/28/2011",34.86,3.008,NA,NA,NA,NA,NA,191.667891,8.818,FALSE,1,16951.6,FALSE,5,2011,1,"A",203007
249573,32,"2/4/2011",15.47,3.011,NA,NA,NA,NA,NA,191.7625895,8.818,FALSE,1,18764.18,FALSE,6,2011,2,"A",203007
249658,32,"2/11/2011",18.51,3.037,NA,NA,NA,NA,NA,191.8572881,8.818,TRUE,1,31439.76,TRUE,7,2011,2,"A",203007
249718,32,"2/18/2011",42.09,3.051,NA,NA,NA,NA,NA,191.9178331,8.818,FALSE,1,37409.7,FALSE,8,2011,2,"A",203007
249780,32,"2/25/2011",33,3.101,NA,NA,NA,NA,NA,191.9647167,8.818,FALSE,1,16729.66,FALSE,9,2011,2,"A",203007
249874,32,"3/4/2011",39.17,3.232,NA,NA,NA,NA,NA,192.0116004,8.818,FALSE,1,17927.64,FALSE,10,2011,3,"A",203007
249929,32,"3/11/2011",36.51,3.372,NA,NA,NA,NA,NA,192.058484,8.818,FALSE,1,20839.27,FALSE,11,2011,3,"A",203007
250002,32,"3/18/2011",45.25,3.406,NA,NA,NA,NA,NA,192.1237981,8.818,FALSE,1,19961.4,FALSE,12,2011,3,"A",203007
250070,32,"3/25/2011",46.7,3.414,NA,NA,NA,NA,NA,192.1964844,8.818,FALSE,1,19545.9,FALSE,13,2011,3,"A",203007
250144,32,"4/1/2011",44.83,3.461,NA,NA,NA,NA,NA,192.2691707,8.595,FALSE,1,18743.61,FALSE,14,2011,4,"A",203007
250239,32,"4/8/2011",48.81,3.532,NA,NA,NA,NA,NA,192.3418571,8.595,FALSE,1,21832.12,FALSE,15,2011,4,"A",203007
250306,32,"4/15/2011",45.97,3.611,NA,NA,NA,NA,NA,192.4225954,8.595,FALSE,1,28001.07,FALSE,16,2011,4,"A",203007
250400,32,"4/22/2011",48.69,3.636,NA,NA,NA,NA,NA,192.5234638,8.595,FALSE,1,52196.41,FALSE,17,2011,4,"A",203007
250451,32,"4/29/2011",44.86,3.663,NA,NA,NA,NA,NA,192.6243322,8.595,FALSE,1,33175.28,FALSE,18,2011,4,"A",203007
250565,32,"5/6/2011",46.65,3.735,NA,NA,NA,NA,NA,192.7252006,8.595,FALSE,1,17735.58,FALSE,19,2011,5,"A",203007
250637,32,"5/13/2011",56.09,3.767,NA,NA,NA,NA,NA,192.826069,8.595,FALSE,1,16454.71,FALSE,20,2011,5,"A",203007
250695,32,"5/20/2011",45.71,3.828,NA,NA,NA,NA,NA,192.831317,8.595,FALSE,1,18142.84,FALSE,21,2011,5,"A",203007
250749,32,"5/27/2011",55.13,3.795,NA,NA,NA,NA,NA,192.8365651,8.595,FALSE,1,18130.88,FALSE,22,2011,5,"A",203007
250812,32,"6/3/2011",61.25,3.763,NA,NA,NA,NA,NA,192.8418131,8.595,FALSE,1,16200.12,FALSE,23,2011,6,"A",203007
250887,32,"6/10/2011",65.49,3.735,NA,NA,NA,NA,NA,192.8470612,8.595,FALSE,1,17151.57,FALSE,24,2011,6,"A",203007
250946,32,"6/17/2011",67.38,3.697,NA,NA,NA,NA,NA,192.9034759,8.595,FALSE,1,17885.71,FALSE,25,2011,6,"A",203007
251009,32,"6/24/2011",65.06,3.661,NA,NA,NA,NA,NA,192.9982655,8.595,FALSE,1,17827.41,FALSE,26,2011,6,"A",203007
251082,32,"7/1/2011",72.86,3.597,NA,NA,NA,NA,NA,193.0930552,8.622,FALSE,1,18563.9,FALSE,27,2011,7,"A",203007
251155,32,"7/8/2011",72.56,3.54,NA,NA,NA,NA,NA,193.1878448,8.622,FALSE,1,17025.48,FALSE,28,2011,7,"A",203007
251217,32,"7/15/2011",70.55,3.532,NA,NA,NA,NA,NA,193.3125484,8.622,FALSE,1,19287.86,FALSE,29,2011,7,"A",203007
251314,32,"7/22/2011",76,3.545,NA,NA,NA,NA,NA,193.5120367,8.622,FALSE,1,18721.48,FALSE,30,2011,7,"A",203007
251354,32,"7/29/2011",75.91,3.547,NA,NA,NA,NA,NA,193.711525,8.622,FALSE,1,18305.57,FALSE,31,2011,7,"A",203007
251432,32,"8/5/2011",74.83,3.554,NA,NA,NA,NA,NA,193.9110133,8.622,FALSE,1,17971.13,FALSE,32,2011,8,"A",203007
251517,32,"8/12/2011",74.2,3.542,NA,NA,NA,NA,NA,194.1105017,8.622,FALSE,1,17923.95,FALSE,33,2011,8,"A",203007
251586,32,"8/19/2011",73.72,3.499,NA,NA,NA,NA,NA,194.2500634,8.622,FALSE,1,17816.93,FALSE,34,2011,8,"A",203007
251667,32,"8/26/2011",75.64,3.485,NA,NA,NA,NA,NA,194.3796374,8.622,FALSE,1,18614.79,FALSE,35,2011,8,"A",203007
251749,32,"9/2/2011",74.6,3.511,NA,NA,NA,NA,NA,194.5092113,8.622,FALSE,1,18983.9,FALSE,36,2011,9,"A",203007
251832,32,"9/9/2011",61.24,3.566,NA,NA,NA,NA,NA,194.6387853,8.622,TRUE,1,18257.82,TRUE,37,2011,9,"A",203007
251899,32,"9/16/2011",60.88,3.596,NA,NA,NA,NA,NA,194.7419707,8.622,FALSE,1,22296.48,FALSE,38,2011,9,"A",203007
251934,32,"9/23/2011",58.66,3.581,NA,NA,NA,NA,NA,194.8099713,8.622,FALSE,1,22900.77,FALSE,39,2011,9,"A",203007
252052,32,"9/30/2011",65.04,3.538,NA,NA,NA,NA,NA,194.8779718,8.622,FALSE,1,21262.86,FALSE,40,2011,9,"A",203007
252116,32,"10/7/2011",62.62,3.498,NA,NA,NA,NA,NA,194.9459724,8.513,FALSE,1,25172.88,FALSE,41,2011,10,"A",203007
252178,32,"10/14/2011",50.15,3.491,NA,NA,NA,NA,NA,195.0261012,8.513,FALSE,1,26996.09,FALSE,42,2011,10,"A",203007
252234,32,"10/21/2011",48.87,3.548,NA,NA,NA,NA,NA,195.1789994,8.513,FALSE,1,30078.88,FALSE,43,2011,10,"A",203007
252315,32,"10/28/2011",42.76,3.55,NA,NA,NA,NA,NA,195.3318977,8.513,FALSE,1,45314.44,FALSE,44,2011,10,"A",203007
252368,32,"11/4/2011",37.95,3.527,NA,NA,NA,NA,NA,195.4847959,8.513,FALSE,1,51251.33,FALSE,45,2011,11,"A",203007
252479,32,"11/11/2011",38.1,3.505,21104.84,7842.47,47.56,3908.03,4246.86,195.6376941,8.513,FALSE,1,16520.33,FALSE,46,2011,11,"A",203007
252546,32,"11/18/2011",42.61,3.479,4971.23,662.96,48.08,556.43,6452.61,195.7184713,8.513,FALSE,1,18796.24,FALSE,47,2011,11,"A",203007
252613,32,"11/25/2011",40.22,3.424,292.46,443.76,71845.76,9,1787.07,195.7704,8.513,TRUE,1,17847.55,TRUE,48,2011,11,"A",203007
252684,32,"12/2/2011",33.8,3.378,5261.51,65,1075.86,4742.55,25961.21,195.8223287,8.513,FALSE,1,24853.21,FALSE,49,2011,12,"A",203007
252753,32,"12/9/2011",17.94,3.331,6397.72,63,303.02,2813.68,9856.66,195.8742575,8.513,FALSE,1,31105.4,FALSE,50,2011,12,"A",203007
252817,32,"12/16/2011",26.23,3.266,5519.01,79,572.44,493.58,4074.52,195.9841685,8.513,FALSE,1,42924.71,FALSE,51,2011,12,"A",203007
252901,32,"12/23/2011",25.97,3.173,1211.62,10.3,1255.26,33,4932.34,196.1713893,8.513,FALSE,1,52859.06,FALSE,52,2011,12,"A",203007
252978,32,"12/30/2011",32.99,3.119,5886.08,51732.49,211.5,1183.24,3017.63,196.3586101,8.513,TRUE,1,22052.67,TRUE,53,2011,12,"A",203007
253021,32,"1/6/2012",36.75,3.095,4323.27,33209.84,208.29,1848.9,6197.53,196.5458309,8.256,FALSE,1,15772.18,FALSE,1,2012,1,"A",203007
253067,32,"1/13/2012",28.99,3.077,2682.32,14928.54,211.06,1049.44,3137.59,196.7330517,8.256,FALSE,1,17262.33,FALSE,2,2012,1,"A",203007
253159,32,"1/20/2012",36.86,3.055,1856.91,6229.68,214.77,887.78,5684.68,196.7796652,8.256,FALSE,1,18468.81,FALSE,3,2012,1,"A",203007
253260,32,"1/27/2012",36.67,3.038,1212.68,2986.04,177.27,69.87,2324.48,196.8262786,8.256,FALSE,1,19664.35,FALSE,4,2012,1,"A",203007
253310,32,"2/3/2012",35.89,3.031,31506.24,4740.74,306.03,42702.46,7920.93,196.8728921,8.256,FALSE,1,22583.58,FALSE,5,2012,2,"A",203007
253365,32,"2/10/2012",23.34,3.103,19784.57,9309.88,225.85,29483.81,5473.82,196.9195056,8.256,TRUE,1,30465.71,TRUE,6,2012,2,"A",203007
253446,32,"2/17/2012",24.26,3.113,9434.94,12371.88,39.2,5880.54,7373.13,196.9432711,8.256,FALSE,1,46999.2,FALSE,7,2012,2,"A",203007
253526,32,"2/24/2012",33.41,3.129,18765.64,7738.97,7.6,8914.56,6028.36,196.9499007,8.256,FALSE,1,19507.68,FALSE,8,2012,2,"A",203007
253594,32,"3/2/2012",33.4,3.191,11929.81,4330.7,10.1,14296.7,2785.63,196.9565303,8.256,FALSE,1,21831.73,FALSE,9,2012,3,"A",203007
253668,32,"3/9/2012",39.9,3.286,16322.3,1206.5,4.97,17697.9,4305.36,196.9631599,8.256,FALSE,1,21629.2,FALSE,10,2012,3,"A",203007
253723,32,"3/16/2012",51.51,3.486,4050.92,207.8,1.19,72.65,1741.07,197.0457208,8.256,FALSE,1,21657.46,FALSE,11,2012,3,"A",203007
253830,32,"3/23/2012",47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,197.2295234,8.256,FALSE,1,21955.95,FALSE,12,2012,3,"A",203007
253894,32,"3/30/2012",56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,FALSE,1,25079.29,FALSE,13,2012,3,"A",203007
253954,32,"4/6/2012",51.49,3.854,9335.48,NA,33.85,2211.09,4133.57,197.5971285,8.09,FALSE,1,55168.13,FALSE,14,2012,4,"A",203007
253987,32,"4/13/2012",52.1,3.901,5599.64,5969.12,25.75,1440.58,4523.31,197.780931,8.09,FALSE,1,38600.98,FALSE,15,2012,4,"A",203007
254068,32,"4/20/2012",49.15,3.936,7666.76,2726.52,30.46,1330.36,2578.3,197.7227385,8.09,FALSE,1,17276.79,FALSE,16,2012,4,"A",203007
254149,32,"4/27/2012",61.76,3.927,4162.67,126.71,45.62,382.41,2146.94,197.664546,8.09,FALSE,1,17814.43,FALSE,17,2012,4,"A",203007
254216,32,"5/4/2012",58.29,3.903,11832.54,NA,117.43,1881.84,4729.13,197.6063534,8.09,FALSE,1,19113.6,FALSE,18,2012,5,"A",203007
254285,32,"5/11/2012",55.4,3.87,17977.87,NA,26.79,4338.3,3488.39,197.5481609,8.09,FALSE,1,19703.47,FALSE,19,2012,5,"A",203007
254378,32,"5/18/2012",57.46,3.837,8887.75,NA,226.17,1135.59,2831.5,197.5553137,8.09,FALSE,1,19862.91,FALSE,20,2012,5,"A",203007
254417,32,"5/25/2012",59.74,3.804,7581.03,NA,216.17,748.97,3014.25,197.5886046,8.09,FALSE,1,20800.93,FALSE,21,2012,5,"A",203007
254498,32,"6/1/2012",62.84,3.764,8570.33,55,181.13,669.55,2634.77,197.6218954,8.09,FALSE,1,17644.11,FALSE,22,2012,6,"A",203007
254555,32,"6/8/2012",71.14,3.741,8483.84,361.8,77.99,1640,6841.59,197.6551863,8.09,FALSE,1,20341.76,FALSE,23,2012,6,"A",203007
254632,32,"6/15/2012",70.91,3.723,4642.56,414.3,0.01,989.08,4381.8,197.692292,8.09,FALSE,1,20178.62,FALSE,24,2012,6,"A",203007
254721,32,"6/22/2012",74.85,3.735,7803.3,609.25,3.05,4800.5,15323.92,197.7389345,8.09,FALSE,1,18741.95,FALSE,25,2012,6,"A",203007
254788,32,"6/29/2012",81.95,3.693,3333.19,599.5,NA,798.18,2945.01,197.785577,8.09,FALSE,1,17907.14,FALSE,26,2012,6,"A",203007
254851,32,"7/6/2012",78.68,3.646,6157.85,472.3,28.64,3908.86,6007.28,197.8322195,7.872,FALSE,1,16714.86,FALSE,27,2012,7,"A",203007
254975,32,"7/13/2012",71.57,3.613,7111.33,508.95,1.05,1494.84,8154.1,197.8788621,7.872,FALSE,1,18703.22,FALSE,28,2012,7,"A",203007
255045,32,"7/20/2012",77.76,3.585,3551.31,567.16,18.05,2117.84,9786.36,197.9290378,7.872,FALSE,1,20126.94,FALSE,29,2012,7,"A",203007
255107,32,"7/27/2012",77.56,3.57,6076.83,298.78,2.16,1981.66,3861.65,197.9792136,7.872,FALSE,1,19114.79,FALSE,30,2012,7,"A",203007
255187,32,"8/3/2012",75.09,3.528,35187.83,150.85,13.81,7768.33,4009.95,198.0293893,7.872,FALSE,1,19740.6,FALSE,31,2012,8,"A",203007
255246,32,"8/10/2012",75.93,3.509,9862.83,573.37,61.32,7871.42,4298.69,198.0795651,7.872,FALSE,1,19936.65,FALSE,32,2012,8,"A",203007
255315,32,"8/17/2012",70.75,3.545,7157.73,186.89,3.84,6006.91,1590.2,198.1001057,7.872,FALSE,1,19742.52,FALSE,33,2012,8,"A",203007
255369,32,"8/24/2012",70.12,3.558,5446.99,147.41,127.58,3394.31,5920.55,198.0984199,7.872,FALSE,1,20110.85,FALSE,34,2012,8,"A",203007
255433,32,"8/31/2012",76.12,3.556,26651.19,227.72,31.33,6843.52,2907.74,198.0967341,7.872,FALSE,1,18627.42,FALSE,35,2012,8,"A",203007
255522,32,"9/7/2012",72.56,3.596,7271.43,172.04,233.55,916.85,3089.99,198.0950484,7.872,TRUE,1,18110.81,TRUE,36,2012,9,"A",203007
255575,32,"9/14/2012",64.05,3.659,6238.21,77.77,23.41,1404.74,8346.74,198.1267184,7.872,FALSE,1,19971.5,FALSE,37,2012,9,"A",203007
255628,32,"9/21/2012",63.49,3.765,7161.18,88.82,3,1011.45,5347.22,198.358523,7.872,FALSE,1,21185.53,FALSE,38,2012,9,"A",203007
255701,32,"9/28/2012",60.62,3.789,5399.48,16.73,0.22,1432.28,5673.51,198.5903276,7.872,FALSE,1,23028.2,FALSE,39,2012,9,"A",203007
255760,32,"10/5/2012",55.34,3.779,4879.58,NA,27.93,2641.24,5393.9,198.8221322,7.557,FALSE,1,25812.56,FALSE,40,2012,10,"A",203007
255840,32,"10/12/2012",43.49,3.76,2776.24,NA,17.72,456.08,5687.22,199.0539368,7.557,FALSE,1,28251.19,FALSE,41,2012,10,"A",203007
255909,32,"10/19/2012",53.57,3.75,3331.15,NA,3.96,120.51,3218.33,199.1481963,7.557,FALSE,1,30845.99,FALSE,42,2012,10,"A",203007
255998,32,"10/26/2012",47.22,3.686,8968.72,104.91,200,534.86,1821.85,199.2195317,7.557,FALSE,1,40245.23,FALSE,43,2012,10,"A",203007
256043,33,"2/5/2010",58.4,2.962,NA,NA,NA,NA,NA,126.4420645,10.115,FALSE,1,1586.58,FALSE,6,2010,2,"A",39690
256087,33,"2/12/2010",55.47,2.828,NA,NA,NA,NA,NA,126.4962581,10.115,TRUE,1,3767,TRUE,7,2010,2,"A",39690
256133,33,"2/19/2010",62.16,2.915,NA,NA,NA,NA,NA,126.5262857,10.115,FALSE,1,3359,FALSE,8,2010,2,"A",39690
256166,33,"2/26/2010",56.5,2.825,NA,NA,NA,NA,NA,126.5522857,10.115,FALSE,1,1048.7,FALSE,9,2010,2,"A",39690
256207,33,"3/5/2010",59.17,2.877,NA,NA,NA,NA,NA,126.5782857,10.115,FALSE,1,1196.24,FALSE,10,2010,3,"A",39690
256247,33,"3/12/2010",55.61,3.034,NA,NA,NA,NA,NA,126.6042857,10.115,FALSE,1,1288.4,FALSE,11,2010,3,"A",39690
256301,33,"3/19/2010",64.6,3.054,NA,NA,NA,NA,NA,126.6066452,10.115,FALSE,1,1123.05,FALSE,12,2010,3,"A",39690
