"Store","Department","Year","Week","Sales","Type","Size"
44,1,2012,25,7440.25,"C",39910
45,1,2012,25,11298.94,"B",118221
1,1,2010,26,16328.72,"A",151315
2,1,2010,26,23757.36,"A",202307
3,1,2010,26,4377.74,"B",37392
4,1,2010,26,25940.32,"A",205863
5,1,2010,26,7301.6,"B",34875
6,1,2010,26,21047.72,"A",202505
7,1,2010,26,7608.08,"B",70713
8,1,2010,26,10746.19,"A",155078
9,1,2010,26,9159.5,"B",125833
10,1,2010,26,26819.82,"B",126512
11,1,2010,26,12464.25,"A",207499
12,1,2010,26,11759.12,"B",112238
13,1,2010,26,34353.35,"A",219622
14,1,2010,26,20183.18,"A",200898
15,1,2010,26,10205.47,"B",123737
16,1,2010,26,10682.13,"B",57197
17,1,2010,26,18171.51,"B",93188
18,1,2010,26,17228.59,"B",120653
19,1,2010,26,13886.77,"A",203819
20,1,2010,26,32662.01,"A",203742
21,1,2010,26,12113.53,"B",140167
22,1,2010,26,13497.42,"B",119557
23,1,2010,26,23550.61,"B",114533
24,1,2010,26,13999.9,"A",203819
25,1,2010,26,16085.84,"B",128107
26,1,2010,26,16312.36,"A",152513
27,1,2010,26,25398.12,"A",204184
28,1,2010,26,13453.43,"A",206302
29,1,2010,26,12736.87,"B",93638
30,1,2010,26,9453.25,"C",42988
31,1,2010,26,13403.42,"A",203750
32,1,2010,26,17109.61,"A",203007
33,1,2010,26,1050.75,"A",39690
34,1,2010,26,13319.2,"A",158114
35,1,2010,26,16853.4,"B",103681
36,1,2010,26,1420.48,"A",39910
37,1,2010,26,8752.46,"C",39910
38,1,2010,26,4800.93,"C",39690
39,1,2010,26,14122.17,"A",184109
40,1,2010,26,16309.34,"A",155083
41,1,2010,26,15896.39,"A",196321
42,1,2010,26,8346.42,"C",39690
43,1,2010,26,6371.12,"C",41062
44,1,2010,26,6707.82,"C",39910
45,1,2010,26,12447.81,"B",118221
1,1,2011,26,15682.81,"A",151315
2,1,2011,26,21426.72,"A",202307
3,1,2011,26,4484.47,"B",37392
4,1,2011,26,26859.67,"A",205863
5,1,2011,26,8392.34,"B",34875
6,1,2011,26,19347.14,"A",202505
7,1,2011,26,8561.67,"B",70713
8,1,2011,26,8113.01,"A",155078
9,1,2011,26,8651.38,"B",125833
10,1,2011,26,23671.59,"B",126512
11,1,2011,26,12757.77,"A",207499
12,1,2011,26,10746.61,"B",112238
13,1,2011,26,36790.58,"A",219622
14,1,2011,26,18158.21,"A",200898
15,1,2011,26,11377.65,"B",123737
16,1,2011,26,10407.85,"B",57197
17,1,2011,26,19827.84,"B",93188
18,1,2011,26,17394.08,"B",120653
19,1,2011,26,15002.35,"A",203819
20,1,2011,26,27105.73,"A",203742
21,1,2011,26,11815.83,"B",140167
22,1,2011,26,13045.3,"B",119557
23,1,2011,26,23254.79,"B",114533
24,1,2011,26,11894.53,"A",203819
25,1,2011,26,15197.98,"B",128107
26,1,2011,26,15436.02,"A",152513
27,1,2011,26,23135.17,"A",204184
28,1,2011,26,12439.99,"A",206302
29,1,2011,26,11071.3,"B",93638
30,1,2011,26,8961.74,"C",42988
31,1,2011,26,12784.83,"A",203750
32,1,2011,26,17827.41,"A",203007
33,1,2011,26,2195.14,"A",39690
34,1,2011,26,15043.06,"A",158114
35,1,2011,26,12972.75,"B",103681
36,1,2011,26,1533.18,"A",39910
37,1,2011,26,9345.12,"C",39910
38,1,2011,26,5126.79,"C",39690
39,1,2011,26,13960.26,"A",184109
40,1,2011,26,15092.44,"A",155083
41,1,2011,26,18820.51,"A",196321
42,1,2011,26,8533.29,"C",39690
43,1,2011,26,5696.96,"C",41062
44,1,2011,26,7377.88,"C",39910
45,1,2011,26,11570.03,"B",118221
1,1,2012,26,15722.82,"A",151315
2,1,2012,26,23580.74,"A",202307
3,1,2012,26,6932.65,"B",37392
4,1,2012,26,29604.1,"A",205863
5,1,2012,26,9103.46,"B",34875
6,1,2012,26,20351.11,"A",202505
7,1,2012,26,8535.45,"B",70713
8,1,2012,26,8356.4,"A",155078
9,1,2012,26,9820.63,"B",125833
10,1,2012,26,25021.24,"B",126512
11,1,2012,26,13569.87,"A",207499
12,1,2012,26,11190.21,"B",112238
13,1,2012,26,37469.19,"A",219622
14,1,2012,26,16782.46,"A",200898
15,1,2012,26,10110.56,"B",123737
16,1,2012,26,8539.93,"B",57197
17,1,2012,26,20517.27,"B",93188
18,1,2012,26,14524.86,"B",120653
19,1,2012,26,14955.94,"A",203819
20,1,2012,26,26570.35,"A",203742
21,1,2012,26,10547.31,"B",140167
22,1,2012,26,11587.98,"B",119557
23,1,2012,26,27564.31,"B",114533
24,1,2012,26,14810.3,"A",203819
25,1,2012,26,14364.32,"B",128107
26,1,2012,26,15848.51,"A",152513
27,1,2012,26,23047.61,"A",204184
28,1,2012,26,13117.23,"A",206302
29,1,2012,26,10550.46,"B",93638
30,1,2012,26,7854.96,"C",42988
31,1,2012,26,13624.33,"A",203750
32,1,2012,26,17907.14,"A",203007
33,1,2012,26,2166.88,"A",39690
34,1,2012,26,14859.6,"A",158114
35,1,2012,26,11739.28,"B",103681
36,1,2012,26,1741.51,"A",39910
37,1,2012,26,9599.47,"C",39910
38,1,2012,26,6437.65,"C",39690
39,1,2012,26,17316.21,"A",184109
40,1,2012,26,14201.44,"A",155083
41,1,2012,26,19835.65,"A",196321
42,1,2012,26,8875.43,"C",39690
43,1,2012,26,4792.13,"C",41062
44,1,2012,26,7892.43,"C",39910
45,1,2012,26,11001.03,"B",118221
1,1,2010,27,16333.14,"A",151315
2,1,2010,27,23803.34,"A",202307
3,1,2010,27,4238.56,"B",37392
4,1,2010,27,27310.36,"A",205863
5,1,2010,27,8003.94,"B",34875
6,1,2010,27,21434.47,"A",202505
7,1,2010,27,9742.46,"B",70713
8,1,2010,27,10927.63,"A",155078
9,1,2010,27,11305.36,"B",125833
10,1,2010,27,27233.92,"B",126512
11,1,2010,27,12998.22,"A",207499
12,1,2010,27,11280.33,"B",112238
13,1,2010,27,33967.55,"A",219622
14,1,2010,27,21878.49,"A",200898
15,1,2010,27,11786.56,"B",123737
16,1,2010,27,11563.64,"B",57197
17,1,2010,27,17864.68,"B",93188
18,1,2010,27,16849.03,"B",120653
19,1,2010,27,15034.12,"A",203819
20,1,2010,27,33335.14,"A",203742
21,1,2010,27,11324.95,"B",140167
22,1,2010,27,13263.75,"B",119557
23,1,2010,27,30062.8,"B",114533
24,1,2010,27,17019.1,"A",203819
25,1,2010,27,15874.73,"B",128107
26,1,2010,27,19032.38,"A",152513
27,1,2010,27,25338.81,"A",204184
28,1,2010,27,14609.42,"A",206302
29,1,2010,27,11858.82,"B",93638
30,1,2010,27,9545.89,"C",42988
31,1,2010,27,13849.43,"A",203750
32,1,2010,27,17263.3,"A",203007
33,1,2010,27,955.34,"A",39690
34,1,2010,27,15561.7,"A",158114
35,1,2010,27,15725.07,"B",103681
36,1,2010,27,1343.29,"A",39910
37,1,2010,27,9530.57,"C",39910
38,1,2010,27,5378.52,"C",39690
39,1,2010,27,15470.81,"A",184109
40,1,2010,27,18852.17,"A",155083
41,1,2010,27,16361.51,"A",196321
42,1,2010,27,8885.07,"C",39690
43,1,2010,27,5714.83,"C",41062
44,1,2010,27,6696.01,"C",39910
45,1,2010,27,12553.02,"B",118221
1,1,2011,27,15363.5,"A",151315
2,1,2011,27,21706.59,"A",202307
3,1,2011,27,5273.09,"B",37392
4,1,2011,27,25369.16,"A",205863
5,1,2011,27,8073.14,"B",34875
6,1,2011,27,19654.59,"A",202505
7,1,2011,27,10206.45,"B",70713
8,1,2011,27,8662.95,"A",155078
9,1,2011,27,9817.12,"B",125833
10,1,2011,27,23895.49,"B",126512
11,1,2011,27,11666.12,"A",207499
12,1,2011,27,11404.93,"B",112238
13,1,2011,27,36567.58,"A",219622
14,1,2011,27,18694.11,"A",200898
15,1,2011,27,12439.74,"B",123737
16,1,2011,27,11283.99,"B",57197
17,1,2011,27,19499.12,"B",93188
18,1,2011,27,17414.46,"B",120653
19,1,2011,27,15275.69,"A",203819
20,1,2011,27,28869.33,"A",203742
21,1,2011,27,11608.83,"B",140167
22,1,2011,27,14005.3,"B",119557
23,1,2011,27,26193.1,"B",114533
24,1,2011,27,13830.75,"A",203819
25,1,2011,27,15556.03,"B",128107
26,1,2011,27,16416.1,"A",152513
27,1,2011,27,23564.72,"A",204184
28,1,2011,27,13492.96,"A",206302
29,1,2011,27,11517.54,"B",93638
30,1,2011,27,8849.05,"C",42988
31,1,2011,27,12110.18,"A",203750
32,1,2011,27,18563.9,"A",203007
33,1,2011,27,1901.75,"A",39690
34,1,2011,27,15448.06,"A",158114
35,1,2011,27,12321.71,"B",103681
36,1,2011,27,1515.03,"A",39910
37,1,2011,27,9401.24,"C",39910
38,1,2011,27,5347.69,"C",39690
39,1,2011,27,15264.22,"A",184109
40,1,2011,27,16574.82,"A",155083
41,1,2011,27,19680.25,"A",196321
42,1,2011,27,7998.18,"C",39690
43,1,2011,27,4570.62,"C",41062
44,1,2011,27,7428.35,"C",39910
45,1,2011,27,10796.27,"B",118221
1,1,2012,27,17823.37,"A",151315
2,1,2012,27,24052.7,"A",202307
3,1,2012,27,6711.19,"B",37392
4,1,2012,27,28160.76,"A",205863
5,1,2012,27,9215.62,"B",34875
6,1,2012,27,22923.67,"A",202505
7,1,2012,27,11298.7,"B",70713
8,1,2012,27,9963.01,"A",155078
9,1,2012,27,11052.17,"B",125833
10,1,2012,27,25167.13,"B",126512
11,1,2012,27,15006.51,"A",207499
12,1,2012,27,12408.94,"B",112238
13,1,2012,27,38513.66,"A",219622
14,1,2012,27,19038.82,"A",200898
15,1,2012,27,9819.03,"B",123737
16,1,2012,27,10212.42,"B",57197
17,1,2012,27,23252.49,"B",93188
18,1,2012,27,14955.22,"B",120653
19,1,2012,27,16079.75,"A",203819
20,1,2012,27,28737.46,"A",203742
21,1,2012,27,9363.39,"B",140167
22,1,2012,27,10927.7,"B",119557
23,1,2012,27,25187.22,"B",114533
24,1,2012,27,17313.57,"A",203819
25,1,2012,27,14636.96,"B",128107
26,1,2012,27,17954.55,"A",152513
27,1,2012,27,24785.69,"A",204184
28,1,2012,27,15799.35,"A",206302
29,1,2012,27,10442.1,"B",93638
30,1,2012,27,8619.43,"C",42988
31,1,2012,27,13927.99,"A",203750
32,1,2012,27,16714.86,"A",203007
33,1,2012,27,2722.89,"A",39690
34,1,2012,27,16534.46,"A",158114
35,1,2012,27,12319.61,"B",103681
36,1,2012,27,1846.61,"A",39910
37,1,2012,27,9687.99,"C",39910
38,1,2012,27,7245.02,"C",39690
39,1,2012,27,18265.94,"A",184109
40,1,2012,27,17503.44,"A",155083
41,1,2012,27,22013.31,"A",196321
42,1,2012,27,9046.56,"C",39690
43,1,2012,27,5314.56,"C",41062
44,1,2012,27,8071.83,"C",39910
45,1,2012,27,11281.21,"B",118221
1,1,2010,28,17688.76,"A",151315
2,1,2010,28,23707.54,"A",202307
3,1,2010,28,4544.62,"B",37392
4,1,2010,28,26687.61,"A",205863
5,1,2010,28,7089.38,"B",34875
6,1,2010,28,20755.81,"A",202505
7,1,2010,28,8616.74,"B",70713
8,1,2010,28,10967.49,"A",155078
9,1,2010,28,9840.3,"B",125833
10,1,2010,28,25908.55,"B",126512
11,1,2010,28,13428.47,"A",207499
12,1,2010,28,12115.46,"B",112238
13,1,2010,28,30286.11,"A",219622
14,1,2010,28,18621.51,"A",200898
15,1,2010,28,9713,"B",123737
16,1,2010,28,12319.38,"B",57197
17,1,2010,28,15743.03,"B",93188
18,1,2010,28,13567.43,"B",120653
19,1,2010,28,14138.23,"A",203819
20,1,2010,28,32132.21,"A",203742
21,1,2010,28,10989.67,"B",140167
22,1,2010,28,12152.32,"B",119557
23,1,2010,28,19652.86,"B",114533
24,1,2010,28,18197.43,"A",203819
25,1,2010,28,14629.01,"B",128107
26,1,2010,28,18346.59,"A",152513
27,1,2010,28,24859.28,"A",204184
28,1,2010,28,14312.98,"A",206302
29,1,2010,28,10562.49,"B",93638
30,1,2010,28,9421.17,"C",42988
31,1,2010,28,13185.78,"A",203750
32,1,2010,28,15190.21,"A",203007
33,1,2010,28,1044.54,"A",39690
34,1,2010,28,15371.16,"A",158114
35,1,2010,28,15400.69,"B",103681
36,1,2010,28,1431.03,"A",39910
37,1,2010,28,9076.62,"C",39910
38,1,2010,28,5487.67,"C",39690
39,1,2010,28,14789.04,"A",184109
40,1,2010,28,17132.64,"A",155083
41,1,2010,28,16006.78,"A",196321
42,1,2010,28,9448.92,"C",39690
43,1,2010,28,6126.18,"C",41062
44,1,2010,28,6038.68,"C",39910
45,1,2010,28,11007.81,"B",118221
1,1,2011,28,16148.87,"A",151315
2,1,2011,28,21037.47,"A",202307
3,1,2011,28,4324.95,"B",37392
4,1,2011,28,25268.24,"A",205863
5,1,2011,28,7588.98,"B",34875
6,1,2011,28,19664.99,"A",202505
7,1,2011,28,11824.86,"B",70713
8,1,2011,28,9205.01,"A",155078
9,1,2011,28,10512.14,"B",125833
10,1,2011,28,24650.46,"B",126512
11,1,2011,28,11788.35,"A",207499
12,1,2011,28,11555.05,"B",112238
13,1,2011,28,34561.05,"A",219622
14,1,2011,28,17774.44,"A",200898
15,1,2011,28,10618.39,"B",123737
16,1,2011,28,12792.88,"B",57197
17,1,2011,28,18446.44,"B",93188
18,1,2011,28,15243.53,"B",120653
19,1,2011,28,14555.06,"A",203819
20,1,2011,28,28313.18,"A",203742
21,1,2011,28,10636.08,"B",140167
22,1,2011,28,12990.93,"B",119557
23,1,2011,28,21501.23,"B",114533
24,1,2011,28,14463.87,"A",203819
25,1,2011,28,15003.85,"B",128107
26,1,2011,28,17160.81,"A",152513
27,1,2011,28,25438.61,"A",204184
28,1,2011,28,13386.92,"A",206302
29,1,2011,28,10712.14,"B",93638
30,1,2011,28,8216.97,"C",42988
31,1,2011,28,12617.78,"A",203750
32,1,2011,28,17025.48,"A",203007
33,1,2011,28,2072.43,"A",39690
34,1,2011,28,14711.01,"A",158114
35,1,2011,28,12082.54,"B",103681
36,1,2011,28,1819.65,"A",39910
37,1,2011,28,9070.26,"C",39910
38,1,2011,28,5900.15,"C",39690
39,1,2011,28,14611.7,"A",184109
40,1,2011,28,17997.43,"A",155083
41,1,2011,28,19338.57,"A",196321
42,1,2011,28,9210.18,"C",39690
43,1,2011,28,5097.51,"C",41062
44,1,2011,28,7359.8,"C",39910
45,1,2011,28,11346.06,"B",118221
1,1,2012,28,16566.18,"A",151315
2,1,2012,28,23148.57,"A",202307
3,1,2012,28,5991.01,"B",37392
4,1,2012,28,29606.6,"A",205863
5,1,2012,28,9323.17,"B",34875
6,1,2012,28,20531.86,"A",202505
7,1,2012,28,9253.35,"B",70713
8,1,2012,28,9839.93,"A",155078
9,1,2012,28,9191.85,"B",125833
10,1,2012,28,26000.97,"B",126512
11,1,2012,28,15526.02,"A",207499
12,1,2012,28,11893.85,"B",112238
13,1,2012,28,35979.45,"A",219622
14,1,2012,28,16494.44,"A",200898
15,1,2012,28,9262.13,"B",123737
16,1,2012,28,8788.89,"B",57197
17,1,2012,28,20295.29,"B",93188
18,1,2012,28,13646.05,"B",120653
19,1,2012,28,15529.77,"A",203819
20,1,2012,28,30303.85,"A",203742
21,1,2012,28,11410.84,"B",140167
22,1,2012,28,11617.41,"B",119557
23,1,2012,28,22540.27,"B",114533
24,1,2012,28,14112.05,"A",203819
25,1,2012,28,14238.01,"B",128107
26,1,2012,28,16093.54,"A",152513
27,1,2012,28,22688.55,"A",204184
28,1,2012,28,13119.83,"A",206302
29,1,2012,28,10957.77,"B",93638
30,1,2012,28,8260,"C",42988
31,1,2012,28,13050.78,"A",203750
32,1,2012,28,18703.22,"A",203007
33,1,2012,28,2400.05,"A",39690
34,1,2012,28,16703.39,"A",158114
35,1,2012,28,12045.65,"B",103681
36,1,2012,28,2015.44,"A",39910
37,1,2012,28,9813.37,"C",39910
38,1,2012,28,6867.8,"C",39690
39,1,2012,28,18421.72,"A",184109
40,1,2012,28,14706.52,"A",155083
41,1,2012,28,19842.78,"A",196321
42,1,2012,28,9397.43,"C",39690
43,1,2012,28,5331,"C",41062
44,1,2012,28,7425.3,"C",39910
45,1,2012,28,10363,"B",118221
1,1,2010,29,17150.84,"A",151315
2,1,2010,29,23727.77,"A",202307
3,1,2010,29,3440.69,"B",37392
4,1,2010,29,27218.37,"A",205863
5,1,2010,29,7755.51,"B",34875
6,1,2010,29,21273.49,"A",202505
7,1,2010,29,7868.1,"B",70713
8,1,2010,29,10173.72,"A",155078
9,1,2010,29,8575.61,"B",125833
10,1,2010,29,26148.43,"B",126512
11,1,2010,29,14109.87,"A",207499
12,1,2010,29,10612.72,"B",112238
13,1,2010,29,32113.02,"A",219622
14,1,2010,29,19210.19,"A",200898
15,1,2010,29,10296.05,"B",123737
16,1,2010,29,11734.25,"B",57197
17,1,2010,29,16692.22,"B",93188
18,1,2010,29,14914.24,"B",120653
19,1,2010,29,13085.53,"A",203819
20,1,2010,29,32690.31,"A",203742
21,1,2010,29,12021.23,"B",140167
22,1,2010,29,11675.23,"B",119557
23,1,2010,29,25879.24,"B",114533
24,1,2010,29,15612.71,"A",203819
25,1,2010,29,15772.88,"B",128107
26,1,2010,29,18499.58,"A",152513
27,1,2010,29,24275.94,"A",204184
28,1,2010,29,13649.21,"A",206302
29,1,2010,29,10529.92,"B",93638
30,1,2010,29,9164.01,"C",42988
31,1,2010,29,13938.04,"A",203750
32,1,2010,29,17001.45,"A",203007
33,1,2010,29,950.09,"A",39690
34,1,2010,29,15412.7,"A",158114
35,1,2010,29,15846.72,"B",103681
36,1,2010,29,1688.26,"A",39910
37,1,2010,29,8829.31,"C",39910
38,1,2010,29,5098.28,"C",39690
39,1,2010,29,15557.29,"A",184109
40,1,2010,29,16105.75,"A",155083
41,1,2010,29,16049.3,"A",196321
42,1,2010,29,9501.84,"C",39690
43,1,2010,29,6353.92,"C",41062
44,1,2010,29,7169.59,"C",39910
45,1,2010,29,12629.27,"B",118221
1,1,2011,29,15654.85,"A",151315
2,1,2011,29,20810.61,"A",202307
3,1,2011,29,4985.82,"B",37392
4,1,2011,29,27552.72,"A",205863
5,1,2011,29,7932.29,"B",34875
6,1,2011,29,19015.34,"A",202505
7,1,2011,29,9708.27,"B",70713
8,1,2011,29,9548.47,"A",155078
9,1,2011,29,8752.42,"B",125833
10,1,2011,29,26330.68,"B",126512
11,1,2011,29,11604.69,"A",207499
12,1,2011,29,12282.31,"B",112238
13,1,2011,29,35554.31,"A",219622
14,1,2011,29,19107.43,"A",200898
15,1,2011,29,10750.73,"B",123737
16,1,2011,29,12318.34,"B",57197
17,1,2011,29,19497.4,"B",93188
18,1,2011,29,15213.44,"B",120653
19,1,2011,29,14318.92,"A",203819
20,1,2011,29,30799.09,"A",203742
21,1,2011,29,12253.03,"B",140167
22,1,2011,29,13655.35,"B",119557
23,1,2011,29,22895.88,"B",114533
24,1,2011,29,14014.52,"A",203819
25,1,2011,29,14777.14,"B",128107
26,1,2011,29,15223.09,"A",152513
27,1,2011,29,21984.25,"A",204184
28,1,2011,29,12367.54,"A",206302
29,1,2011,29,11123.48,"B",93638
30,1,2011,29,8864.25,"C",42988
31,1,2011,29,14075.47,"A",203750
32,1,2011,29,19287.86,"A",203007
33,1,2011,29,2293.64,"A",39690
34,1,2011,29,14810.45,"A",158114
35,1,2011,29,13323.29,"B",103681
36,1,2011,29,1709.09,"A",39910
37,1,2011,29,9183.65,"C",39910
38,1,2011,29,5545.19,"C",39690
39,1,2011,29,14622.25,"A",184109
40,1,2011,29,14415.45,"A",155083
41,1,2011,29,18587.35,"A",196321
42,1,2011,29,8897.68,"C",39690
43,1,2011,29,5860.67,"C",41062
44,1,2011,29,7955.33,"C",39910
45,1,2011,29,12773.75,"B",118221
1,1,2012,29,16348.06,"A",151315
2,1,2012,29,23813.13,"A",202307
3,1,2012,29,6856.63,"B",37392
4,1,2012,29,29345.26,"A",205863
5,1,2012,29,9513.66,"B",34875
6,1,2012,29,19657.52,"A",202505
7,1,2012,29,9120.14,"B",70713
8,1,2012,29,9377.05,"A",155078
9,1,2012,29,8527.7,"B",125833
10,1,2012,29,27065.94,"B",126512
11,1,2012,29,15033.74,"A",207499
12,1,2012,29,11534.32,"B",112238
13,1,2012,29,38462.38,"A",219622
14,1,2012,29,17543.16,"A",200898
15,1,2012,29,9751.76,"B",123737
16,1,2012,29,9056.47,"B",57197
17,1,2012,29,21842.46,"B",93188
18,1,2012,29,13349.52,"B",120653
19,1,2012,29,14552.01,"A",203819
20,1,2012,29,27996.46,"A",203742
21,1,2012,29,11126.33,"B",140167
22,1,2012,29,11746.42,"B",119557
23,1,2012,29,24264.13,"B",114533
24,1,2012,29,13261.5,"A",203819
25,1,2012,29,14782.23,"B",128107
26,1,2012,29,15654.39,"A",152513
27,1,2012,29,23677.16,"A",204184
28,1,2012,29,13245.24,"A",206302
29,1,2012,29,10516.8,"B",93638
30,1,2012,29,7880.14,"C",42988
31,1,2012,29,14024.65,"A",203750
32,1,2012,29,20126.94,"A",203007
33,1,2012,29,2395.5,"A",39690
34,1,2012,29,15183.47,"A",158114
35,1,2012,29,13040.04,"B",103681
36,1,2012,29,2223.13,"A",39910
37,1,2012,29,10166.93,"C",39910
38,1,2012,29,6629.74,"C",39690
39,1,2012,29,18694.24,"A",184109
40,1,2012,29,15157.26,"A",155083
41,1,2012,29,19957.08,"A",196321
42,1,2012,29,8900.5,"C",39690
43,1,2012,29,5287.44,"C",41062
44,1,2012,29,8833.3,"C",39910
45,1,2012,29,11000.62,"B",118221
1,1,2010,30,15360.45,"A",151315
2,1,2010,30,21139.52,"A",202307
3,1,2010,30,3874.45,"B",37392
4,1,2010,30,27561.95,"A",205863
5,1,2010,30,7045.25,"B",34875
6,1,2010,30,19162.26,"A",202505
7,1,2010,30,7053.34,"B",70713
8,1,2010,30,9393.99,"A",155078
9,1,2010,30,7983.42,"B",125833
10,1,2010,30,25789.81,"B",126512
11,1,2010,30,13866.24,"A",207499
12,1,2010,30,11096.53,"B",112238
13,1,2010,30,32222.95,"A",219622
14,1,2010,30,19145.48,"A",200898
15,1,2010,30,9786.53,"B",123737
16,1,2010,30,12326.82,"B",57197
17,1,2010,30,16365.53,"B",93188
18,1,2010,30,15714.83,"B",120653
19,1,2010,30,13106.85,"A",203819
20,1,2010,30,31557.78,"A",203742
21,1,2010,30,11351.39,"B",140167
22,1,2010,30,12594.13,"B",119557
23,1,2010,30,23931.39,"B",114533
24,1,2010,30,14161.04,"A",203819
25,1,2010,30,14783.36,"B",128107
26,1,2010,30,17331.58,"A",152513
27,1,2010,30,23792.19,"A",204184
28,1,2010,30,13830.03,"A",206302
29,1,2010,30,10973.24,"B",93638
30,1,2010,30,9521.13,"C",42988
31,1,2010,30,13067.77,"A",203750
32,1,2010,30,16563.37,"A",203007
33,1,2010,30,1002.61,"A",39690
34,1,2010,30,15674.77,"A",158114
35,1,2010,30,15486.86,"B",103681
36,1,2010,30,1623.4,"A",39910
37,1,2010,30,8858.64,"C",39910
38,1,2010,30,4957.37,"C",39690
39,1,2010,30,14549.03,"A",184109
40,1,2010,30,16335.62,"A",155083
41,1,2010,30,16901.96,"A",196321
42,1,2010,30,8459.15,"C",39690
43,1,2010,30,6475.21,"C",41062
44,1,2010,30,7077.52,"C",39910
45,1,2010,30,12448.3,"B",118221
1,1,2011,30,15766.6,"A",151315
2,1,2011,30,20456.83,"A",202307
3,1,2011,30,5176.73,"B",37392
4,1,2011,30,26282.08,"A",205863
5,1,2011,30,8268.8,"B",34875
6,1,2011,30,17853.08,"A",202505
7,1,2011,30,9872.61,"B",70713
8,1,2011,30,8291.27,"A",155078
9,1,2011,30,8517.46,"B",125833
10,1,2011,30,25959.06,"B",126512
11,1,2011,30,12020.14,"A",207499
12,1,2011,30,11777.36,"B",112238
13,1,2011,30,34344.61,"A",219622
14,1,2011,30,18080.93,"A",200898
15,1,2011,30,10034.66,"B",123737
16,1,2011,30,12245.08,"B",57197
17,1,2011,30,19459.65,"B",93188
18,1,2011,30,14762.56,"B",120653
19,1,2011,30,13370.53,"A",203819
20,1,2011,30,27924.63,"A",203742
21,1,2011,30,12007.96,"B",140167
22,1,2011,30,12860.14,"B",119557
23,1,2011,30,24103.36,"B",114533
24,1,2011,30,12355.06,"A",203819
25,1,2011,30,14130.56,"B",128107
26,1,2011,30,15191.47,"A",152513
27,1,2011,30,21111.91,"A",204184
28,1,2011,30,11983.52,"A",206302
29,1,2011,30,11000.58,"B",93638
30,1,2011,30,8888.38,"C",42988
31,1,2011,30,12963.18,"A",203750
32,1,2011,30,18721.48,"A",203007
33,1,2011,30,2153.78,"A",39690
34,1,2011,30,15467.64,"A",158114
35,1,2011,30,12227.28,"B",103681
36,1,2011,30,1814.49,"A",39910
37,1,2011,30,9809.51,"C",39910
38,1,2011,30,5513.18,"C",39690
39,1,2011,30,15123.34,"A",184109
40,1,2011,30,13002.64,"A",155083
41,1,2011,30,19191.4,"A",196321
42,1,2011,30,8605.74,"C",39690
43,1,2011,30,4816.74,"C",41062
44,1,2011,30,7884.73,"C",39910
45,1,2011,30,11090.63,"B",118221
1,1,2012,30,15731.18,"A",151315
2,1,2012,30,23025.51,"A",202307
3,1,2012,30,7834.4,"B",37392
4,1,2012,30,28044.01,"A",205863
5,1,2012,30,9303.88,"B",34875
6,1,2012,30,17063.1,"A",202505
7,1,2012,30,8470.07,"B",70713
8,1,2012,30,9322.04,"A",155078
9,1,2012,30,9244.08,"B",125833
10,1,2012,30,26303.34,"B",126512
11,1,2012,30,14255.89,"A",207499
12,1,2012,30,11633.87,"B",112238
13,1,2012,30,34433.92,"A",219622
14,1,2012,30,17236.55,"A",200898
15,1,2012,30,9213.94,"B",123737
16,1,2012,30,9008.27,"B",57197
17,1,2012,30,19585.79,"B",93188
18,1,2012,30,13014.72,"B",120653
19,1,2012,30,14120.4,"A",203819
20,1,2012,30,26572.57,"A",203742
21,1,2012,30,10630.35,"B",140167
22,1,2012,30,11313.97,"B",119557
23,1,2012,30,25201.9,"B",114533
24,1,2012,30,13566.57,"A",203819
25,1,2012,30,13558.57,"B",128107
26,1,2012,30,15853.53,"A",152513
27,1,2012,30,22677.7,"A",204184
28,1,2012,30,12161.23,"A",206302
29,1,2012,30,10789.06,"B",93638
30,1,2012,30,7782.83,"C",42988
31,1,2012,30,13221.82,"A",203750
32,1,2012,30,19114.79,"A",203007
33,1,2012,30,2214.13,"A",39690
34,1,2012,30,15219.14,"A",158114
35,1,2012,30,12961.03,"B",103681
36,1,2012,30,1863.36,"A",39910
37,1,2012,30,9953.5,"C",39910
38,1,2012,30,6483.4,"C",39690
39,1,2012,30,16697.48,"A",184109
40,1,2012,30,14510.18,"A",155083
41,1,2012,30,19842.5,"A",196321
42,1,2012,30,8940.9,"C",39690
43,1,2012,30,4840.2,"C",41062
44,1,2012,30,8081.16,"C",39910
45,1,2012,30,11628.65,"B",118221
1,1,2010,31,15381.82,"A",151315
2,1,2010,31,22749.21,"A",202307
3,1,2010,31,4205.62,"B",37392
4,1,2010,31,27493.53,"A",205863
5,1,2010,31,6937.64,"B",34875
6,1,2010,31,20315.23,"A",202505
7,1,2010,31,7809.14,"B",70713
8,1,2010,31,9313,"A",155078
9,1,2010,31,9398.18,"B",125833
10,1,2010,31,27036.47,"B",126512
11,1,2010,31,13168.64,"A",207499
12,1,2010,31,11640.6,"B",112238
13,1,2010,31,30914.46,"A",219622
14,1,2010,31,18202.08,"A",200898
15,1,2010,31,9787.47,"B",123737
16,1,2010,31,11368.11,"B",57197
17,1,2010,31,13825.95,"B",93188
18,1,2010,31,15954.39,"B",120653
19,1,2010,31,13152.49,"A",203819
20,1,2010,31,33465.12,"A",203742
21,1,2010,31,12044.17,"B",140167
22,1,2010,31,11846.33,"B",119557
